id,s_name,s_road,s_kind,s_status
13143,라와마라탕11호점,인천광역시 남동구 주안로241번길 13(1층 일부호 간석동),중국식,정상
13144,라운드포인트,인천광역시 남동구 인하로 567(근생4-3 1층 일부호 구월동),기타,정상
13145,라운지바(Bar),"인천광역시 남동구 예술로204번길 39(2층 201호 구월동, 중앙헤리티지)",기타,정상
13146,라이,인천광역시 남동구 용천로 134(1층 전부호 간석동),중국식,정상
13147,라이더수산,인천광역시 남동구 남동대로916번길 23(태화오피스텔 1층 105호 간석동),회집,정상
13148,라이브 인(Live In),"인천광역시 남동구 문화로 97(구월동,지하1층전부문화회관길 85)",라이브카페,정상
13149,라이브가요산책,"인천광역시 남동구 인주대로 738(구월동,인주로 1034 지하1층 전부)",라이브카페,정상
13150,라이브산타나,"인천광역시 남동구 문화로89번길 32(구월동,문화남로 73 2층전부)",라이브카페,정상
13151,라이브홀릭,인천광역시 남동구 문화로 101(1층 일부호 구월동),라이브카페,정상
13152,라이프에이드,인천광역시 남동구 성말로 39(1층 구월동),한식,정상
13153,라쿠비어,인천광역시 남동구 문화서로28번길 25-1(1층 구월동),기타,정상
13154,라쿤치킨,"인천광역시 남동구 백범로227번길 76(102호 만수동, 효성상아아파트)",,정상
13155,라피애(愛)휴게소,인천광역시 남동구 논고개로 61(라피에스타 1층 174호 논현동),기타,정상
13156,라헬의부엌구월,인천광역시 남동구 인하로511번길 10-17(1층 일부호 구월동),기타,정상
13157,라화쿵부,인천광역시 남동구 인하로 485(뉴코아아울렛 인천점 지하1층 일부호 구월동),중국식,정상
13158,라화쿵부인천논현점,인천광역시 남동구 논고개로123번길 35(칼리오페 1층 122호 논현동),기타,정상
13159,락개그포차,인천광역시 남동구 장승남로69번길 19(1층 만수동),호프/통닭,정상
13160,러브송,인천광역시 남동구 풀무로 34(1층 간석동),호프/통닭,정상
13161,러브스토리,"인천광역시 남동구 선수촌공원로 27(2층 201호 구월동, 보미프라자)",호프/통닭,정상
13162,러스티더스티,"인천광역시 남동구 백범로 312-26(1층, 2층 전부호 간석동)",기타,정상
13163,러시아식당,인천광역시 남동구 논곡로85번길 5-2(1층 논현동),기타,정상
13164,러츠,인천광역시 남동구 백범로124번길 7(나동 지하1층 지하2호 만수동),한식,정상
13165,럭셔리,"인천광역시 남동구 문화로89번길 39(구월동, 2층일부)",호프/통닭,정상
13166,럭키호프,인천광역시 남동구 문화서로49번길 5(1층 일부호 구월동),호프/통닭,정상
13167,런던라이브,인천광역시 남동구 문화서로18번길 2(2층 구월동),라이브카페,정상
13168,레드바(REDBAR),인천광역시 남동구 문화로 103(2층 구월동),호프/통닭,정상
13169,레드차이나,"인천광역시 남동구 백범로 364(간석동,백범로 691 1층)",중국식,정상
13170,레드홀스,"인천광역시 남동구 앵고개로948번길 54(1층 105호일부, 106, 106-1, 107호 논현동, 굿모닝타워)",호프/통닭,정상
13171,레스트테이블(Rest table),인천광역시 남동구 인하로511번길 10-3(1층 전부호 구월동),기타,정상
13172,레시피박스,인천광역시 남동구 백범로226번길 48(1층 일부호 만수동),한식,정상
13173,로다미르아띠,인천광역시 남동구 장승남로 36(2층 204호 만수동),한식,정상
13174,로데오,인천광역시 남동구 성말로 10(효명프라자 6층 603호 구월동),호프/통닭,정상
13175,로뎀나무,"인천광역시 남동구 장아산로 135(1층 101호 서창동, 이안애)",한식,정상
13176,로또생삼겹,"인천광역시 남동구 논고개로 77(108호 논현동, 에코타워)",식육(숯불구이),정상
13177,로로김밥,인천광역시 남동구 백범로101번길 68(1층 102호 만수동),분식,정상
13178,로마,인천광역시 남동구 문화서로4번길 4(지하1층 구월동),정종/대포집/소주방,정상
13179,로바타칸지구월점,"인천광역시 남동구 인하로507번길 63(1층 116호~117호 구월동, 모아메디컬타운)",한식,정상
13180,로빈,"인천광역시 남동구 석산로 159(간석동,석산로 159 106,107,108호)",기타,정상
13181,로시난테,"인천광역시 남동구 남동대로777번길 28(1층 구월동, 행복빌딩)",기타,정상
13182,로얄,"인천광역시 남동구 논고개로123번길 35(2층 213호 논현동, 칼리오페빌딩)",기타,정상
13183,로얄자카르타구월동점,"인천광역시 남동구 예술로140번길 33(1층 구월동, 화성빌딩)",기타,정상
13184,로어스(Rawers),인천광역시 남동구 성말로32번길 31(인화빌딩 지하1층 구월동),기타,정상
13185,로윅(LOWIC),인천광역시 남동구 성말로32번길 11-4(지하1층 전부호 구월동),한식,정상
13186,로제,인천광역시 남동구 인하로 568(아시아드타워상업5-2 4층 401~402호 구월동),감성주점,정상
13187,롤링파스타,"인천광역시 남동구 인하로489번길 10(구월동, 프라자시티201호)",경양식,정상
13188,롯데리아 홈플러스구월점,"인천광역시 남동구 예술로 198(구월동,홈플러스 지하2층)",,정상
13189,롯데리아인천논현점,"인천광역시 남동구 논고개로123번길 17(논현동,아이플렉스 103, 104호)",기타,정상
13190,롱커피(LONG COFFEE)논현점,인천광역시 남동구 논현로 152(1층 일부호 논현동),기타,정상
13191,루,인천광역시 남동구 남동대로916번길 75(간석프라자 1층 105호 간석동),기타,정상
13192,루미너스웨딩홀,"인천광역시 남동구 소래역로 36(4층 401~404호, 405호 일부호 논현동, 라마다인천호텔)",뷔페식,정상
13193,루브,"인천광역시 남동구 소래역로 22(2층 논현동, 루브호텔)",뷔페식,정상
13194,루쉬,"인천광역시 남동구 논고개로123번길 17(논현동,305호)",중국식,정상
13195,루시아,인천광역시 남동구 논현고잔로135번길 30-13(3동 3층 고잔동),경양식,정상
13196,루외루,"인천광역시 남동구 서창남로 16-34(1층 서창동, 순흥빌딩)",중국식,정상
13197,루트66카페,인천광역시 남동구 경인로 740(1층 일부호 간석동),기타,정상
13198,루프나인,인천광역시 남동구 인하로507번길 23(인아빌딩 9층 901호 구월동),기타,정상
13199,루프탑204,인천광역시 남동구 인하로507번길 21-1(10층 일부호 구월동),경양식,정상
13200,류,"인천광역시 남동구 문화서로28번길 28(구월동, 1층일부)",한식,정상
13201,류가네손칼국수,"인천광역시 남동구 인주대로888번길 36(만수동,장승북2길 24 1층일부)",분식,정상
13202,류길상피자,인천광역시 남동구 호구포로 818(퍼스트하임프라자 1층 115호 구월동),기타,정상
13203,리더스하우스,"인천광역시 남동구 논현로46번길 14(3층 306호 논현동, 리더스프라자)",호프/통닭,정상
13204,리마인드카페,인천광역시 남동구 만의골로 13-30(1층~2층 운연동),기타,정상
13205,리미니뉴코아인천점,"인천광역시 남동구 인하로 485(9층 일부호 구월동, 뉴코아아울렛)",,정상
13206,리어카포차 인천만수점,인천광역시 남동구 담방로48번길 7-6(1층 만수동),정종/대포집/소주방,정상
13207,리얼키친,인천광역시 남동구 구월로50번길 34(간석동),한식,정상
13208,리얼펍,인천광역시 남동구 앵고개로934번길 51(흥인빌딩 1층 102호 논현동),호프/통닭,정상
13209,리얼펍,인천광역시 남동구 남동대로916번길 84(1층 간석동),호프/통닭,정상
13210,리얼푸드,"인천광역시 남동구 서창남순환로 200(113동 1층 107호 서창동, 호반베르디움)",호프/통닭,정상
13211,리얼하노이,인천광역시 남동구 문화서로23번길 19(1층 구월동),정종/대포집/소주방,정상
13212,리오푸드,인천광역시 남동구 용천로115번길 1(1층 일부호 구월동),중국식,정상
13213,리올라,인천광역시 남동구 담방로48번길 35(1층 만수동),식육(숯불구이),정상
13214,리주방,"인천광역시 남동구 예술로 206(1층 A102호 구월동, 구월중앙프라자)",기타,정상
13215,리치,인천광역시 남동구 인주대로591번길 64(105호 구월동),호프/통닭,정상
13216,리트커피(REET COFFEE),인천광역시 남동구 석산로208번길 71(1층 구월동),기타,정상
13217,리틀크레이지피자,"인천광역시 남동구 논고개로123번길 35(A133호 논현동, 칼리오페)",분식,정상
13218,리틀포레스트,인천광역시 남동구 논고개로68번길 39(힐스테이트아파트상가 207동 1층 106호 논현동),기타,정상
13219,리프(Riff),인천광역시 남동구 인주대로604번길 63(1층 구월동),기타,정상
13220,린,"인천광역시 남동구 주안로 234(105,106호 간석동, 간석마을 품림아이원아파트 상가동)",중국식,정상
13221,린생사진관논현점,인천광역시 남동구 논현남로26번길 3(1층 논현동),기타,정상
13222,림스치킨(예술회관점),"인천광역시 남동구 문화로 93(구월동, 1층일부)",한식,정상
13223,마네키네코,인천광역시 남동구 백범로 203(1층 만수동),한식,정상
13224,마녀김밥,인천광역시 남동구 앵고개로 448(1층 114호 고잔동),분식,정상
13225,마녀의식탁,인천광역시 남동구 에코중앙로156번길 5-28(2층 논현동),한식,정상
13226,마누초밥,"인천광역시 남동구 남동대로799번길 34(B동 2층 206호 구월동, 신영구월지웰시티푸르지오)",일식,정상
13227,마니,"인천광역시 남동구 매소홀로 1127(서창동, 수팰리스 102호 103호 일부)",한식,정상
13228,마당,"인천광역시 남동구 논곡로 89-1(논현동,논곡로89-1)",식육(숯불구이),정상
13229,마당,인천광역시 남동구 인주대로 664(메인프라자2차 1층 119호 구월동),한식,정상
13230,마당삼겹살,"인천광역시 남동구 만수서로 87(A동 1층 1,2,3,4,5호 만수동)",한식,정상
13231,마당식당,인천광역시 남동구 구월말로109번길 26(만수동),분식,정상
13232,마당황토불가마,인천광역시 남동구 만의골로 3-10(3층 일부호 운연동),기타,정상
13233,마더김밥앤스테이크,"인천광역시 남동구 논고개로 114(1층 108호 논현동, 에이스타워)",분식,정상
13234,마든,인천광역시 남동구 논고개로 337(1층 일부호 도림동),한식,정상
13235,마라덕후,인천광역시 남동구 남동대로916번길 60(1층 간석동),호프/통닭,정상
13236,마라도참치,"인천광역시 남동구 호구포로 903(간석동,장제로 23 1층일부)",일식,정상
13237,마라민족,인천광역시 남동구 예술로 126(지하1층 119호 구월동),한식,정상
13238,마라민족마라탕(구월본점),"인천광역시 남동구 예술로 126(지하1층 B117호 구월동, 링크126)",중국식,정상
13239,마라연구소,인천광역시 남동구 서창남로 41(광명프라자 1층 106호 서창동),중국식,정상
13240,마라영웅(만수점),인천광역시 남동구 백범로157번길 32(1층 전부호 만수동),중국식,정상
13241,마라천향,인천광역시 남동구 만수서로 52(쓰리제이프라자 2층 201호 만수동),중국식,정상
13242,마루,인천광역시 남동구 백범로206번길 12(만수동),정종/대포집/소주방,정상
13243,마리마리,인천광역시 남동구 구월말로27번길 11(1층 구월동),식육(숯불구이),정상
13244,마린보이(코다리1번가),인천광역시 남동구 백범로 370(1층 간석동),한식,정상
13245,마린보이동태찜,인천광역시 남동구 남동대로 697-1(1층 전부호 구월동),한식,정상
13246,마마갈비,인천광역시 남동구 소래역로30번길 56(성민교회 2층 전부호 논현동),한식,정상
13247,마마갈비(1층),인천광역시 남동구 소래역로30번길 56(1층 전부호 논현동),한식,정상
13248,마마르홈(MOMAR HOME),인천광역시 남동구 구월남로 127(1층 104호 구월동),한식,정상
13249,마미묵은지김치찜,인천광역시 남동구 포구로 64-8(부대시설동 1층 103호 논현동),한식,정상
13250,마부마라탕 남동구점,인천광역시 남동구 남동대로915번길 33(1층 일부호 간석동),중국식,정상
13251,마빡떡볶이(만수점),인천광역시 남동구 구월남로 296(1층 103호 구월동),식육(숯불구이),정상
13252,마산아구찜.꽃게탕,인천광역시 남동구 문화서로4번길 61-27(구월동),한식,정상
13253,마산아구탕 풍천장어직판장,인천광역시 남동구 앵고개로 675(C동 1층 고잔동),식육(숯불구이),정상
13254,마샘,"인천광역시 남동구 소래역남로16번길 75(지하1층 B104일부호 논현동, 에코메트로3차더타워판매시설)",한식,정상
13255,마수리,인천광역시 남동구 문화서로28번길 16(1층 일부호 구월동),기타,정상
13256,마쉐앙팡키즈카페,인천광역시 남동구 논고개로 85(7층 701일부호 논현동),키즈카페,정상
13257,마스로,"인천광역시 남동구 경인로524번길 11(간석동,204호)",분식,정상
13258,마신푸드,인천광역시 남동구 석산로 187(1층 일부호 간석동),한식,정상
13259,마실이자카야,인천광역시 남동구 성말로 9(이노프라자 1층 126호 구월동),한식,정상
13260,마싯전,인천광역시 남동구 논현남로18번길 14(논현동),호프/통닭,정상
13261,마싯족,인천광역시 남동구 주안로235번길 2(간석동),호프/통닭,정상
13262,마씨네마포차,인천광역시 남동구 만수로37번길 8-13(1층 5호 만수동),정종/대포집/소주방,정상
13263,마약계란덮밥,인천광역시 남동구 석정로 563(다화빌딩 1층 일부호 간석동),한식,정상
13264,마약낙곱새 남동구점,인천광역시 남동구 구월로372번길 53(1층 일부호 만수동),한식,정상
13265,마약부대찌개,"인천광역시 남동구 호구포로 201(1층 116, 117호 논현동, 논현두손지젤타워)",한식,정상
13266,마약양꼬치,인천광역시 남동구 석산로9번길 8(1층 간석동),기타,정상
13267,마왕족발,인천광역시 남동구 장승남로69번길 17(1층 만수동),식육(숯불구이),정상
13268,마왕족발,인천광역시 남동구 예술로226번길 17(구월프라움시티 A동 1층 106호 구월동),식육(숯불구이),정상
13269,마왕족발논현점,인천광역시 남동구 앵고개로847번길 72(논현시티 1층 105호 논현동),기타,정상
13270,마음으로가는고향,인천광역시 남동구 덕골로 151(수산동),한식,정상
13271,마이도,인천광역시 남동구 논현남로 15(1층 일부호 논현동),한식,정상
13272,마이웨이,인천광역시 남동구 문화서로4번길 62(2층 구월동),호프/통닭,정상
13273,마이페이보릿띵스(my favorite things),인천광역시 남동구 인주대로518번길 24(1층 일부호 구월동),기타,정상
13274,마주로피자,인천광역시 남동구 용천로 24(1층 일부호 구월동),기타,정상
13275,마초쉐프,"인천광역시 남동구 성말로13번길 15(2층 203호 구월동, 메인프라자)",기타,정상
13276,마켓올닭서창점,인천광역시 남동구 서창남순환로215번길 48(1층 114호일부호 서창동),호프/통닭,정상
13277,마크로스터스,인천광역시 남동구 오봉동로10번길 35(1층 전부호 도림동),기타,정상
13278,마크빈,"인천광역시 남동구 남동대로799번길 34(판매시설동 1층 B동101호~103호 구월동, 신영구월지웰시티푸르지오)",기타,정상
13279,마크커피로스터스,인천광역시 남동구 오봉동로10번길 35(지하1층 전부호 도림동),기타,정상
13280,마포갈매기,인천광역시 남동구 장승남로 65-1(1층 104호 만수동),식육(숯불구이),정상
13281,마포갈매기,"인천광역시 남동구 문화로89번길 39(구월동,문화로89번길 39 1층)",식육(숯불구이),정상
13282,마포갈매기 간석점,"인천광역시 남동구 호구포로 886(간석동, 1층)",한식,정상
13283,마포갈매기 호구포역점,인천광역시 남동구 호구포로 210(세움프라자 1층 104~105호 논현동),한식,정상
13284,마포성산동소문난껍데기집,인천광역시 남동구 논현남로 12-1(1층 일부호 논현동),한식,정상
13285,마포왕주먹고기,인천광역시 남동구 논현남로 22(1층 101호 논현동),식육(숯불구이),정상
13286,마포주먹고기,"인천광역시 남동구 문화로89번길 50(구월동, 1층일부)",식육(숯불구이),정상
13287,마포화로집,"인천광역시 남동구 호구포로 217(1층 일부호 논현동, 인천논현H타워)",한식,정상
13288,마피아떡볶이 만수점,인천광역시 남동구 하촌서로 15(1층 일부호 만수동),한식,정상
13289,마는끼니만수점,인천광역시 남동구 만수로 8(1층 만수동),한식,정상
13290,"막걸리,한잔",인천광역시 남동구 남동대로 924(1층 5호 간석동),호프/통닭,정상
13291,막걸리집갈매기의꿈,"인천광역시 남동구 문화로89번길 8-3(구월동,도드리길 34 1층일부)",정종/대포집/소주방,정상
13292,막끌리네,인천광역시 남동구 인주대로681번길 8(1층 구월동),한식,정상
13293,막뽑은국수바로빚은손만두,"인천광역시 남동구 인주대로 832-10(구월동, 1, 2층전체)",한식,정상
13294,막이오름인천구월점,인천광역시 남동구 선수촌공원로23번길 10-16(금산빌딩 2층 202호 구월동),한식,정상
13295,막창(Zone),인천광역시 남동구 논현로26번길 34(1층 102호 논현동),기타,정상
13296,만금성,인천광역시 남동구 인주대로624번길 26(1층 구월동),중국식,정상
13297,만나당,인천광역시 남동구 독곡로48번길 42(1층 일부호 서창동),한식,정상
13298,만나당,인천광역시 남동구 남촌로 83(1층 일부호 남촌동),호프/통닭,정상
13299,만나식당,"인천광역시 남동구 경인로 607(간석동,경인로607 1층 5호)",한식,정상
13300,만남주막골,인천광역시 남동구 문화서로4번길 5-14(1층 구월동),정종/대포집/소주방,정상
13301,만남포차,인천광역시 남동구 소래역로 12(소래포구 종합어시장 1층 11호 논현동),정종/대포집/소주방,정상
13302,만리성,"인천광역시 남동구 인주대로 600-1(구월동, 1층)",중국식,정상
13303,만리성,인천광역시 남동구 호구포로 594-13(2층 전부호 수산동),중국식,정상
13304,만리짬뽕,인천광역시 남동구 담방로48번길 7-19(1층 만수동),중국식,정상
13305,만리향,인천광역시 남동구 구월남로 271(1층 일부호 구월동),중국식,정상
13306,만사형통산오징어,인천광역시 남동구 석산로 110(1층 간석동),호프/통닭,정상
13307,만석꾼,인천광역시 남동구 호구포로790번길 37(1층 구월동),한식,정상
13308,만선,"인천광역시 남동구 남동대로765번길 44(구월동,남동대로765번길 44 1층일부)",한식,정상
13309,만선구월로데오점,인천광역시 남동구 인하로 497-28(노빌리안1 1층 106호~107호 구월동),호프/통닭,정상
13310,만수2점비비큐,인천광역시 남동구 복개동로 78-1(1층 만수동),호프/통닭,정상
13311,만수3지구투썸플레이스,"인천광역시 남동구 장승남로 44(2층 201호 만수동, 명진빌딩)",기타,정상
13312,만수네어시장,인천광역시 남동구 문화로89번길 42(1층 구월동),회집,정상
13313,만수네집밥,"인천광역시 남동구 장승남로47번길 22(만수동, 1층일부1층1호)",분식,정상
13314,만수동국밥,인천광역시 남동구 백범로180번길 113(1층 만수동),한식,정상
13315,만수동맛집강릉장칼국수&만두,인천광역시 남동구 만수로 85(1층 일부호 만수동),정종/대포집/소주방,정상
13316,만수루치킨,인천광역시 남동구 백범로169번길 12(1층 만수동),호프/통닭,정상
13317,만수바(bar),인천광역시 남동구 만수로 80(3층 301호 만수동),기타,정상
13318,만수본갈비,인천광역시 남동구 하촌로 57(2층 만수동),식육(숯불구이),정상
13319,만수생고기,인천광역시 남동구 하촌로59번길 4-24(1층 만수동),식육(숯불구이),정상
13320,만수순대,인천광역시 남동구 만수로27번길 4-11(만수동),한식,정상
13321,만수순대국,"인천광역시 남동구 서판로54번길 46(1층 102호 만수동, 에덴하이츠)",한식,정상
13322,만수숯불갈비,"인천광역시 남동구 수현로 125(만수동,1,2층)",식육(숯불구이),정상
13323,만수야놀자,인천광역시 남동구 담방로 81(2층 만수동),기타,정상
13324,만수족발,"인천광역시 남동구 담방로60번길 2(만수동, 1층일부)",호프/통닭,정상
13325,만수종합어시장,인천광역시 남동구 만수서로83번길 8(1층 만수동),기타,정상
13326,만수통닭,인천광역시 남동구 장승로 25(장승백이상가 117호 만수동),호프/통닭,정상
13327,만수활어회센타,"인천광역시 남동구 구월로 353(1층 만수동, 103,104호)",한식,정상
13328,만식이네와인포차,인천광역시 남동구 논현남로 14-9(1층 논현동),기타,정상
13329,만식이네와인포차구월로데오점,인천광역시 남동구 인하로507번길 63(모아메디컬타운 1층 123호 구월동),호프/통닭,정상
13330,만식이네와인포차구월아시아드점,"인천광역시 남동구 선수촌공원로 26(1층 107호 구월동, 두플라스도생1)",호프/통닭,정상
13331,만원수산,인천광역시 남동구 담방로 54-1(1층 일부호 만수동),회집,정상
13332,만월식당,"인천광역시 남동구 호구포로 909(간석동, 1층)",호프/통닭,정상
13333,만의골느티나무집,"인천광역시 남동구 만의골로189번길 25(장수동,만의골로189번길 25 1동 1층. 2동 1층)",한식,정상
13334,만의골보리밥,인천광역시 남동구 만의골로195번길 22(1층 장수동),한식,정상
13335,만의골보리밥Ⅱ,인천광역시 남동구 만의골로195번길 25(1층~2층 장수동),한식,정상
13336,만의골은행나무집,"인천광역시 남동구 만의골로189번길 52(주2동 1층, 2층 장수동)",한식,정상
13337,만의골종가집,"인천광역시 남동구 만의골로189번길 41(장수동, 1층)",한식,정상
13338,만정가마솥족탕,"인천광역시 남동구 은봉로419번길 64(1층 전부호 논현동, 제2동)",한식,정상
13339,만족하족,"인천광역시 남동구 구월로 89(6동 1층 107,108호 간석동, 금호아파트상가)",한식,정상
13340,만추중화요리,"인천광역시 남동구 인하로511번길 30(지하1,1층 구월동)",한식,정상
13341,만춘식당(호프),인천광역시 남동구 경인로626번길 16(3층 일부호 간석동),호프/통닭,정상
13342,만화까페내사랑순정씨,"인천광역시 남동구 인하로511번길 28(3층 구월동, SM빌딩)",분식,정상
13343,말앤북스,인천광역시 남동구 문화로145번길 7(3층 일부호 구월동),기타,정상
13344,말짜네집밥,인천광역시 남동구 백범로227번길 19(1층 일부호 만수동),한식,정상
13345,맘스다이닝,"인천광역시 남동구 인하로507번길 92(구월동, 정구프라자 5층)",뷔페식,정상
13346,맘스터치,"인천광역시 남동구 앵고개로847번길 51(에이상가동 103호 논현동, 소래휴먼시아3단지)",,정상
13347,맘스터치(간석점),인천광역시 남동구 남동대로 881(2층 간석동),,정상
13348,맘스터치간석만월산점,인천광역시 남동구 호구포로 917(2층 간석동),,정상
13349,맘스터치간석역점,"인천광역시 남동구 주안로 231(1층 103,104호 간석동)",기타,정상
13350,맘스터치관교점,인천광역시 남동구 문화서로4번길 2(1층 구월동),기타,정상
13351,맘스터치구월1점,"인천광역시 남동구 용천로 87(103호 구월동, 흥인빌딩)",,정상
13352,맘스터치만수2호점,인천광역시 남동구 만수서로83번길 26(1층 만수동),,정상
13353,맘스터치만수3지구점,인천광역시 남동구 장승남로 41(1층 102호 만수동),,정상
13354,맘스터치만수역점,인천광역시 남동구 구월로 364(1층 만수동),호프/통닭,정상
13355,맘스푸드,인천광역시 남동구 용천로 154(1층 146호147호일부호 간석동),기타,정상
13356,맛깔김밥,"인천광역시 남동구 백범로 312-64(1,2층 간석동)",분식,정상
13357,맛깔참죽,"인천광역시 남동구 인주대로 843(만수동, 1층일부)",한식,정상
13358,맛깔참죽인천서창2지구점,인천광역시 남동구 서창남순환로215번길 36(리치프라자 1층 101호 서창동),한식,정상
13359,맛나동태찌개전문점,"인천광역시 남동구 복개서로97번길 3(구월동,모래마을1길 1층전부)",한식,정상
13360,맛나돼지원,인천광역시 남동구 인주대로763번길 39(1층 구월동),식육(숯불구이),정상
13361,맛나부러(ManNaBro),인천광역시 남동구 예술로226번길 18(VIP오피스텔 1층 101호 일부호 구월동),한식,정상
13362,맛나식당,인천광역시 남동구 경인로 587(나동 1층 간석동),분식,정상
13363,맛사랑,인천광역시 남동구 남동대로916번길 100(1층 간석동),한식,정상
13364,맛소리,"인천광역시 남동구 문화서로 34(구월동,문화서로34 1층일부)",한식,정상
13365,맛을그리다오상미(간석직영점),인천광역시 남동구 백범로 379(1층 일부호 간석동),한식,정상
13366,맛있는밥상,"인천광역시 남동구 논현고잔로109번길 106(227호 고잔동, 성강G-TOOLS)",한식,정상
13367,맛있는밥집,인천광역시 남동구 담방로 63(1층 일부호 만수동),한식,정상
13368,맛있는밥집,"인천광역시 남동구 백범로247번길 93-26(만수동,예지길 22 1층일부)",한식,정상
13369,맛있는장인보쌈,인천광역시 남동구 당좌로5번길 52(1층 일부호 구월동),한식,정상
13370,맛있는집,인천광역시 남동구 석산로 236(1층일부 구월동),한식,정상
13371,맛자랑분식,인천광역시 남동구 용천로153번길 56(1층 일부호 간석동),분식,정상
13372,맛젤라,"인천광역시 남동구 문화서로28번길 7-4(구월동,문화서로28번길 7-4 1층일부)",,정상
13373,맛집신코다리네,"인천광역시 남동구 하촌로 26(1층 만수동, 거신빌딩 101호일부)",한식,정상
13374,맛짱갈매기,인천광역시 남동구 복개동로 82(1층 만수동),기타,정상
13375,맛짱갈매기,"인천광역시 남동구 복개동로 78-1(만수동,복개동로 78-1 1층일부)",식육(숯불구이),정상
13376,맛쫀,"인천광역시 남동구 문화서로17번길 1(구월동, 1층일부)",호프/통닭,정상
13377,맛차이나,"인천광역시 남동구 용천로17번길 27(구월동, 1층일부)",중국식,정상
13378,맛찬들왕소금구이(인천구월점),인천광역시 남동구 인하로511번길 40(동원빌딩 1층 일부호 구월동),한식,정상
13379,맛환장인천남동점,인천광역시 남동구 백범로227번길 21(1층 일부호 만수동),한식,정상
13380,망구스남촌점,인천광역시 남동구 남촌동로3번길 14(남촌동),호프/통닭,정상
13381,망향비빔국수남동구점,인천광역시 남동구 서창방산로158번길 2(1층 109호110호113호 서창동),한식,정상
13382,망향숯불갈비,인천광역시 남동구 석촌로 15(간석동),한식,정상
13383,매드맥스,인천광역시 남동구 담방로 49(1층 만수동),호프/통닭,정상
13384,매드맥스,인천광역시 남동구 논현남로18번길 3(논현동),호프/통닭,정상
13385,매력토끼의스윗커피,"인천광역시 남동구 소래역로 117(1층 106호 논현동, 휴먼시아동산마을상가동)",한식,정상
13386,매일싱싱횟집,인천광역시 남동구 호구포로790번길 21-9(1층 8호 구월동),회집,정상
13387,매일하하,"인천광역시 남동구 남동대로799번길 34(판매시설동 2층 B동219호 구월동, 신영구월지웰시티푸르지오)",한식,정상
13388,매일한캔,인천광역시 남동구 구월로46번길 1(1층 간석동),한식,정상
13389,매콤상회,인천광역시 남동구 문화서로4번길 35-4(1층 일부호 구월동),경양식,정상
13390,매콤이,인천광역시 남동구 만의골로195번길 6(1층 장수동),한식,정상
13391,매화참치,"인천광역시 남동구 예술로 220(구월동,예술로 220 1층일부)",한식,정상
13392,맥땡,"인천광역시 남동구 독점로30번길 1(1층 구월동, 에이스프라자)",호프/통닭,정상
13393,맥시칸치킨,인천광역시 남동구 남촌동로36번길 4-18(남촌동),호프/통닭,정상
13394,맥주아비논현점,인천광역시 남동구 논현로46번길 14(리더스프라자 1층 101~102호 논현동),호프/통닭,정상
13395,맥주인가비어,인천광역시 남동구 남동대로884번길 9(2층 간석동),기타,정상
13396,맥주활력수,"인천광역시 남동구 논현남로18번길 12(논현동, 101호,102호)",호프/통닭,정상
13397,맨체스터,"인천광역시 남동구 용천로 87(101호, 102호 구월동, 흥인빌딩)",호프/통닭,정상
13398,맨하탄,인천광역시 남동구 논고개로123번길 24(지하1층 논현동),호프/통닭,정상
13399,맬릭스빈(malique's bean),인천광역시 남동구 구월로 212(힐캐슬프라자 2층 225호 구월동),기타,정상
13400,맵도리탕인천논현점,인천광역시 남동구 논고개로123번길 52(1층 일부호 논현동),한식,정상
13401,맷돌로만,"인천광역시 남동구 소래역남로16번길 75(에코메트로3차 더타워상가 1층 112-2A호,112-3호 논현동)",한식,정상
13402,맹순네실내포차,"인천광역시 남동구 평온로5번길 5-1(간석동,평온1길 2 1층일부)",호프/통닭,정상
13403,먹거리소주방,인천광역시 남동구 백범로214번길 6-6(만수동),호프/통닭,정상
13404,먹구먹구족발보쌈,인천광역시 남동구 남촌동로 44(1층 남촌동),한식,정상
13405,먹깨비,"인천광역시 남동구 석산로62번길 11(지1층 상가10호 간석동, 삼마TOP-Class)",한식,정상
13406,먹대장,인천광역시 남동구 문화서로 41(1층 구월동),정종/대포집/소주방,정상
13407,먹돌래산오징어세꼬시,"인천광역시 남동구 석정로 505(간석동,외1필지석정로505 1층일부)",한식,정상
13408,먹보뒷고기,인천광역시 남동구 경인로644번길 98(1층 간석동),한식,정상
13409,먹태집,인천광역시 남동구 담방로48번길 33(1층 만수동),정종/대포집/소주방,정상
13410,먹태촌,인천광역시 남동구 담방로 51-1(1층 만수동),회집,정상
13411,멍크릿가든,인천광역시 남동구 선수촌공원로23번길 6-17(메이채프라자 5층 501호 일부호 구월동),기타,정상
13412,메가박스인천논현,"인천광역시 남동구 논고개로 61(6층 논현동, 라피에스타 602호일부)",기타,정상
13413,메가비어인천시청점,인천광역시 남동구 구월로157번길 5(상가동 지하1층 B01호 간석동),호프/통닭,정상
13414,메밀향,"인천광역시 남동구 오봉동로 11(도림동, 1층)",한식,정상
13415,메밀향기,인천광역시 남동구 장승남로47번길 24(1층 전부호 만수동),한식,정상
13416,메이찬,"인천광역시 남동구 논고개로 406(도림동, 1층전부)",중국식,정상
13417,메콤이네,"인천광역시 남동구 만의골로195번길 14(장수동, 1층일부)",한식,정상
