id,s_name,s_road,s_kind,s_status
2827,황산샤브샤브,"인천광역시 중구 흰바위로59번길 8(버터플라이시티 1층 116,117호 운서동)",기타,정상
2828,황성식당,인천광역시 중구 월미로 28(북성동1가),한식,정상
2829,황소갈비 하늘도시점,"인천광역시 중구 하늘별빛로65번길 7-12(JS타워 1층 105,106호 중산동)",식육(숯불구이),정상
2830,황소갈비(영종도점),"인천광역시 중구 신도시남로142번길 6(메가스타 영종 169,170일부호 운서동)",식육(숯불구이),정상
2831,황소고집,인천광역시 중구 제물량로 63-1(1층 신흥동3가),한식,정상
2832,황소포차,인천광역시 중구 흰바위로 41(운서동),정종/대포집/소주방,정상
2833,황제도시락 삼겹살,인천광역시 중구 신도시남로142번길 6(메가스타 영종 153호 운서동),김밥(도시락),정상
2834,황제짬뽕,인천광역시 중구 연안부두로 9-1(항동7가),한식,정상
2835,황태가맥,"인천광역시 중구 공항로424번길 66(104,105호 운서동, 에클라트)",정종/대포집/소주방,정상
2836,황해식당,"인천광역시 중구 연안부두로33번길 37(항동7가, 70,71,72종합어시장내 1동40-41호)",한식,정상
2837,황해전복,"인천광역시 중구 은하수로 42(1층 101,102,103호 중산동)",한식,정상
2838,황해집,"인천광역시 중구 연안부두로 16(항동7가, 해양센타)",한식,정상
2839,황해해물칼국수,인천광역시 중구 마시란로 37(덕교동),분식,정상
2840,황후,인천광역시 중구 중산로87번길 40-27(1층 중산동),한식,정상
2841,회뜰날수산,"인천광역시 중구 은하수로 3(영종관광어시장 1층 115,116,117호 중산동)",회집,정상
2842,회마트,인천광역시 중구 개항로96번길 27(1층 율목동),기타,정상
2843,회바라기,인천광역시 중구 을왕로 30(을왕동),회집,정상
2844,회센터 오션뷰횟집,"인천광역시 중구 은하수로 1(오션뷰 2층 201,202호 중산동)",회집,정상
2845,횡성소머리곰탕,인천광역시 중구 차이나타운로44번길 27(북성동2가),한식,정상
2846,후라이드참잘하는집,인천광역시 중구 하늘달빛로 84(1층 101호 중산동),호프/통닭,정상
2847,후레쉬피자,인천광역시 중구 축항대로86번길 38(항동7가),기타,정상
2848,후루룩국수,인천광역시 중구 우현로67번길 67(1층 전동),한식,정상
2849,후타고라멘,인천광역시 중구 우현로67번길 1-1(내동),기타,정상
2850,훈장골,"인천광역시 중구 신도시남로 28(2층 운서동, 영종에어포트2)",식육(숯불구이),정상
2851,훌랄라바베큐치킨 하늘도시점,인천광역시 중구 하늘별빛로65번길 8(비씨디몰 1층 1호 중산동),호프/통닭,정상
2852,훌랄라치킨(을왕점),인천광역시 중구 용유서로 356(을왕동),호프/통닭,정상
2853,훌리훌리,인천광역시 중구 넙디로 58(1층 운서동),호프/통닭,정상
2854,훠궈킹,인천광역시 중구 흰바위로 37(영종프라자 2층 202호 운서동),중국식,정상
2855,휄리스,인천광역시 중구 홍예문로 56(2층 내동),경양식,정상
2856,휄리스,인천광역시 중구 홍예문로 56(1층 내동),기타,정상
2857,휘카페,인천광역시 중구 우현로35번길 8-1(신포동),,정상
2858,흐르는물,인천광역시 중구 우현로39번길 19(2층 신포동),한식,정상
2859,흑산도회식당,"인천광역시 중구 신도시남로142번길 5(103호 운서동, 신비프라자)",일식,정상
2860,희경이네,인천광역시 중구 연안부두로33번길 10(1층 111호 항동7가),호프/통닭,정상
2861,희라이크(희래객),"인천광역시 중구 차이나타운로 42(1,2층 북성동2가)",중국식,정상
2862,희빈루,인천광역시 중구 큰우물로 13(용동),중국식,정상
2863,히로,인천광역시 중구 우현로35번길 16(1층 신포동),일식,정상
2864,힐링포차,인천광역시 중구 우현로83번길 3(1층 인현동),정종/대포집/소주방,정상
2865,힛트,인천광역시 중구 도원로7번길 16(선화동),한식,정상
2866,드림원푸드 송현지점,인천광역시 동구 화도진로34번길 15(송림신협 1층 송현동),한식,정상
2867,5969 치킨,인천광역시 동구 송미로 5(1층 송림동),식육(숯불구이),정상
2868,59쌀피자,"인천광역시 동구 화수로 7(송현동,센타빌딩104호)",,정상
2869,60계동인천역북부점,인천광역시 동구 솔빛로 4(1층 송현동),호프/통닭,정상
2870,88낙지,"인천광역시 동구 방축로83번길 23(B동 B04호 송림동, 인천산업용품유통단지 편익상가)",한식,정상
2871,BHC치킨송현점,"인천광역시 동구 수문통로 58(송현동,1층)",,정상
2872,C&C푸드 황금포차,인천광역시 동구 송림로109번길 5-2(1층 송림동),한식,정상
2873,CAFE HIVE(카페 하이브),인천광역시 동구 금곡로 32(1층 금곡동),기타,정상
2874,CON SABOR A MEXICO(마리데키친),인천광역시 동구 금곡로 8-1(2층 1호 창영동),기타,정상
2875,HYPER BLOCK,인천광역시 동구 송림로 17(1층 송림동),기타,정상
2876,J&K푸드,"인천광역시 동구 인중로 614(상가103호 송현동, 송현동 누리아파트)",김밥(도시락),정상
2877,J&K푸드-2,"인천광역시 동구 인중로 614(1층 104호 송현동, 송현동 누리아파트)",김밥(도시락),정상
2878,Mr.정 왕돈까스,인천광역시 동구 새천년로 32-1(1~2층 송림동),호프/통닭,정상
2879,Who's burger 후즈버거,인천광역시 동구 송현로 25(동인천역코아루시티 1층 107호 송현동),경양식,정상
2880,가나안설렁탕,인천광역시 동구 송림로 116(2층 송림동),한식,정상
2881,가람식당,"인천광역시 동구 방축로37번길 25(송현동,,140-15)",한식,정상
2882,가마솥명가,"인천광역시 동구 화도진로52번길 12(송현동,1층)",식육(숯불구이),정상
2883,가마솥왕족발,인천광역시 동구 송현로16번길 20(송현동),기타,정상
2884,가사리,인천광역시 동구 방축로37번길 30(인천산업용품유통단지 편익상가A동 지하1층 b15호 송현동),한식,정상
2885,가연식당,인천광역시 동구 어촌로 7(만석동),한식,정상
2886,가정식백반,인천광역시 동구 송미로 27(송림동),한식,정상
2887,가평식당,인천광역시 동구 샛골로 166-13(현대시장내 1층 송림동),기타,정상
2888,감성키친 인천송림점,"인천광역시 동구 새천년로38번길 11(상가동 2층 203호 일부호 송림동, 동산휴먼시아)",기타,정상
2889,감성호프,"인천광역시 동구 솔빛로91번길 3(송림동,1층)",호프/통닭,정상
2890,강원포장마차,인천광역시 동구 송림로99번길 22-2(1층 송림동),정종/대포집/소주방,정상
2891,개나리식당,인천광역시 동구 화도진로35번길 15(1층 송현동),한식,정상
2892,개코막걸리식당,인천광역시 동구 서해대로513번길 1(창영동),정종/대포집/소주방,정상
2893,갯마을 셀프회,인천광역시 동구 송화로42번길 18(1층 송현동),회집,정상
2894,거성삼계탕,"인천광역시 동구 화도진로 96(화평동,1층)",한식,정상
2895,거성치킨,인천광역시 동구 송향로 8-1(1층 송림동),,정상
2896,경미상회,인천광역시 동구 샛골로 166-1(1층 송림동),분식,정상
2897,고가네맷돌손두부,"인천광역시 동구 화수로 18(2층 209,210,211,213,214,216호 송현동, 동부아파트상가동)",한식,정상
2898,고고댁치킨,인천광역시 동구 화도로 5(1층 화평동),한식,정상
2899,고기듬뿍 대왕비빔밥 송림점,인천광역시 동구 금곡로81번길 9(1층 송림동),한식,정상
2900,고려식당,인천광역시 동구 운교로 12(화수동),한식,정상
2901,고포차,인천광역시 동구 금곡로 79-1(1층 송림동),정종/대포집/소주방,정상
2902,고향돼지촌,인천광역시 동구 화도진로34번길 12(송현동),한식,정상
2903,고향숯불갈비,인천광역시 동구 화도진로 59(송현동),한식,정상
2904,골목모퉁이,인천광역시 동구 송림로99번길 23(1층 송림동),호프/통닭,정상
2905,골목집,인천광역시 동구 샛골로184번길 15(1층 송림동),한식,정상
2906,곱창나이스,인천광역시 동구 인중로 682(1층 송림동),한식,정상
2907,곱창시대,인천광역시 동구 송현로 13(1층 송현동),기타,정상
2908,광섭이네,"인천광역시 동구 화도진로 183(A동 1층 101-2호 만석동, 만석비취타운주공아파트상가)",호프/통닭,정상
2909,광성식당,인천광역시 동구 새천년로 21(송림동),한식,정상
2910,교촌치킨,인천광역시 동구 송림로 17(1층 송림동),호프/통닭,정상
2911,구어스치킨,"인천광역시 동구 인중로 660(송현동,1층)",,정상
2912,구워더존치킨,"인천광역시 동구 인중로 659(송현동,송현주공아파트상가 106호)",,정상
2913,국수집,인천광역시 동구 송현로16번길 1-1(송현동),분식,정상
2914,궁전,인천광역시 동구 송림로 99-1(2층 송림동),호프/통닭,정상
2915,귀빈한식뷔페,인천광역시 동구 송미로23번길 18(송림동),출장조리,정상
2916,금산식당,"인천광역시 동구 방축로83번길 23(B06호 송림동, 편익상가B동)",한식,정상
2917,금산식당,인천광역시 동구 샛골로 182(송림동),기타,정상
2918,금이포장마차,인천광역시 동구 샛골로171번길 17(1층 송림동),정종/대포집/소주방,정상
2919,금창식당,인천광역시 동구 금창로 56(1층 금곡동),한식,정상
2920,기와집감자탕,인천광역시 동구 수문통로 7-2(화평동),한식,정상
2921,김가네,"인천광역시 동구 방축로37번길 30(B동 B26호 송현동,외2필지 인천산업용품유통단지편익상가)",한식,정상
2922,김밥나라,인천광역시 동구 송림로 136-1(송림동),분식,정상
2923,김밥나라,인천광역시 동구 송림로 24(금곡동),분식,정상
2924,김밥매니아,인천광역시 동구 송현로 41-2(송현동),분식,정상
2925,김밥속에단무지,인천광역시 동구 송현로 43-1(1층 송현동),분식,정상
2926,김밥속의 단무지,인천광역시 동구 샛골로210번길 9(1층 송림동),분식,정상
2927,김밥왕국,인천광역시 동구 방축로37번길 25(1층 송현동),분식,정상
2928,김밥천국,인천광역시 동구 송림로 101-1(1층 송림동),분식,정상
2929,김밥천국,인천광역시 동구 화도진로 109(화도진그린빌 상가 102호 화수동),분식,정상
2930,김밥천국,인천광역시 동구 송향로 28(1층 송림동),분식,정상
2931,김밥천국,인천광역시 동구 샛골로 83(창영동),분식,정상
2932,깜상네,인천광역시 동구 화도진로5번길 8(금곡동),한식,정상
2933,꼬꼬마 김밥,인천광역시 동구 송현로16번길 1-1(송현동),한식,정상
2934,꼬치미,인천광역시 동구 금곡로 102(1층 송림동),분식,정상
2935,나들목,인천광역시 동구 화도진로 180-1(1층 만석동),정종/대포집/소주방,정상
2936,나루터포차,인천광역시 동구 솔빛로91번길 5(송림동),정종/대포집/소주방,정상
2937,나무늘보,인천광역시 동구 제물량로 409(만석동),경양식,정상
2938,나주곰탕,인천광역시 동구 송림로 85(1층 송림동),한식,정상
2939,남가네 설악 추어탕 송림점,인천광역시 동구 솔빛로91번길 2-1(1층 송림동),한식,정상
2940,남도 나주곰탕,인천광역시 동구 수문통로 23(1층 화평동),한식,정상
2941,남도밥상,"인천광역시 동구 방축로 105(C동 b1층 22호 송림동, 인천산업유통센터 편익상가)",한식,정상
2942,남도추어탕,인천광역시 동구 운교로 7(화수동),한식,정상
2943,남서방 면옥,인천광역시 동구 송림로 109(1층 2호 송림동),분식,정상
2944,남서방 면옥,인천광역시 동구 송림로 109(1층 1호 송림동),분식,정상
2945,낭만치킨,인천광역시 동구 송향로 25(송림휴먼시아1단지 상가 2층 208-209호 송림동),호프/통닭,정상
2946,낭만포차,인천광역시 동구 수문통로 19-1(송현동),정종/대포집/소주방,정상
2947,내가 만든 분식,인천광역시 동구 송림로 73(송림동),분식,정상
2948,내집앞포차,"인천광역시 동구 송미로 22(1층 102호 송림동, 미래빌라상가)",한식,정상
2949,냄비만두집,인천광역시 동구 샛골로193번길 14-1(1층 송현동),분식,정상
2950,네네치킨,인천광역시 동구 화도로 15(화수동),,정상
2951,네네치킨,"인천광역시 동구 동산로 89(송림동,1층)",호프/통닭,정상
2952,노랑토마토김밥주먹밥,인천광역시 동구 송현로 17(1층 103호 송현동),분식,정상
2953,누구나 퓨전포차,인천광역시 동구 샛골로 85-1(창영동),기타,정상
2954,누리식당,인천광역시 동구 육송로10번길 37(1층 송림동),한식,정상
2955,늘솜,"인천광역시 동구 방축로83번길 23(송림동,산업용품유통센타 편익 B동 29)",한식,정상
2956,"다,카페",인천광역시 동구 새천년로 38(1층 102호 송림동),기타,정상
2957,다겐닭스(송현점),"인천광역시 동구 수문통로 45-1(송현동,1층)",호프/통닭,정상
2958,다다익선 숯불돼지갈비,인천광역시 동구 샛골로210번길 9(2층 201~202호 송림동),식육(숯불구이),정상
2959,다도회집,인천광역시 동구 송림로99번길 18(송림동),회집,정상
2960,다래식당,인천광역시 동구 화도진로91번길 4(1층 화평동),호프/통닭,정상
2961,다래향염소마을,인천광역시 동구 솔빛로 89-2(1층 송림동),한식,정상
2962,다모여,인천광역시 동구 솔빛로 89-1(1층 송림동),정종/대포집/소주방,정상
2963,다오리생맥주,인천광역시 동구 수문통로 1(1층 4호 화평동),호프/통닭,정상
2964,다정식당,인천광역시 동구 송림로 67(송림동),기타,정상
2965,다채쌈밥,인천광역시 동구 샛골로 132(1층 송림동),한식,정상
2966,달려라달봉이떡볶이송림점,인천광역시 동구 동산로 68(송림동),분식,정상
2967,달자네 맛집,인천광역시 동구 솔빛로 91-2(1층 송림동),한식,정상
2968,달콩마녀마카롱,인천광역시 동구 송림로 147(1층 송림동),기타,정상
2969,닭스,인천광역시 동구 동산로 24-1(1층 송림동),호프/통닭,정상
2970,당근수산,인천광역시 동구 화도진로 104(화수동),회집,정상
2971,당근수산,인천광역시 동구 화도진로 104(화수동),회집,정상
2972,대구탕,인천광역시 동구 화도진로 200(1층 만석동),한식,정상
2973,대나무집,인천광역시 동구 샛골로 126(1층 송림동),한식,정상
2974,대박식당,인천광역시 동구 방축로 191(송림동),뷔페식,정상
2975,대박식당,"인천광역시 동구 봉수대로96번길 51(송림동,A동 1층)",한식,정상
2976,대성각,인천광역시 동구 금곡로82번길 5(송림동),중국식,정상
2977,대성정육식당,"인천광역시 동구 송현로11번길 5(송현동,1층)",식육(숯불구이),정상
2978,대왕숯불갈비,인천광역시 동구 수문통로 4(1층 송현동),식육(숯불구이),정상
2979,대일분식,인천광역시 동구 제물량로341번길 23(만석동),분식,정상
2980,대청마루천가남가감자탕,"인천광역시 동구 금곡로 104(송림동,1층)",한식,정상
2981,대한닭곰탕,인천광역시 동구 새천년로 30(송림동),한식,정상
2982,대흥식당,인천광역시 동구 화도진로 196-1(만석동),한식,정상
2983,덕수갈비,"인천광역시 동구 연송로 7(송림동,105호,106호)",한식,정상
2984,도원,"인천광역시 동구 방축로 105(C동 B31호 송림동, 인천산업용품유통단지 편익상가)",중국식,정상
2985,동그라미치킨식당,인천광역시 동구 송림로137번길 9(송림동),,정상
2986,동부숯불갈비,"인천광역시 동구 송현동 66-26 동부상가 2층 201, 205, 206, 207",한식,정상
2987,동아집,인천광역시 동구 석수로 97(만석동),정종/대포집/소주방,정상
2988,동양가배관,인천광역시 동구 금곡로 32-2(1층 금곡동),기타,정상
2989,동이국수집,인천광역시 동구 샛골로193번길 4(송현동),분식,정상
2990,동인천식당,인천광역시 동구 송화로20번길 6(화평동),한식,정상
2991,동해막회집,인천광역시 동구 금곡로 96(송림동),회집,정상
2992,동해포장마차,인천광역시 동구 솔빛로91번길 34(1층 송림동),정종/대포집/소주방,정상
2993,두경상회,인천광역시 동구 화수부두로 34-1(화수동),기타,정상
2994,두손스넥,"인천광역시 동구 송림로 24(6층 금곡동, 두손피카디리빌딩 문화불한증막사우나 내)",기타,정상
2995,두손식당,인천광역시 동구 송림로 24(두손 피카디리 6층 일부호 금곡동),한식,정상
2996,두찜 인천 송현점,인천광역시 동구 수문통로 14(1층 송현동),한식,정상
2997,둥지,"인천광역시 동구 방축로83번길 23(B동 33호 송림동, 인천산업유통단지 편익상가)",한식,정상
2998,둥지실내포장마차,인천광역시 동구 수문통로 35(삼두아파트 상가 101호호 송현동),정종/대포집/소주방,정상
2999,듬뿍,인천광역시 동구 동산로 66-1(1층 송림동),김밥(도시락),정상
3000,등촌샤브칼국수,인천광역시 동구 송림로 138(송림동 미지빌딩 2층 송림동),한식,정상
3001,떡군이네 떡볶이(도원점),인천광역시 동구 송림로 125(1층 송림동),기타,정상
3002,또또분식,인천광역시 동구 샛골로193번길 4(송현동),분식,정상
3003,또래오래치킨,인천광역시 동구 화도진로82번길 2(화평동),,정상
3004,또봉이통닭,인천광역시 동구 샛골로 119(송림동),한식,정상
3005,또와분식,인천광역시 동구 송림로99번길 21(송림동),분식,정상
3006,또와실내식당,인천광역시 동구 화도진로102번길 4(화수동),정종/대포집/소주방,정상
3007,뜨는해숯불구이,"인천광역시 동구 화수로47번길 8(화수동,39-11)",한식,정상
3008,뜨락에,인천광역시 동구 수문통로 36(송현동),기타,정상
3009,라스베가스,인천광역시 동구 솔빛로 92-2(송림동),호프/통닭,정상
3010,로타리기사식당,인천광역시 동구 새천년로 21(송림동),한식,정상
3011,로타리식당,인천광역시 동구 샛골로 166-3(1층 송림동),기타,정상
3012,루미에르갤러리카페,인천광역시 동구 화도로 32(1층 화수동),기타,정상
3013,마라도 회구이집,"인천광역시 동구 화수로47번길 4(화수동,1층)",기타,정상
3014,마마손이야기,인천광역시 동구 수문통로 28(2층 송현동),기타,정상
3015,마포구이가,인천광역시 동구 송림로 140(1층 송림동),기타,정상
3016,만남실내포장마차,인천광역시 동구 송림로 66(송림동),기타,정상
3017,만미당,인천광역시 동구 송현동 100,중국식,정상
3018,만미당왕돈까스,"인천광역시 동구 화수로 46(상가동 10호 화수동, 미륭아파트)",분식,정상
3019,만미숯불갈비,인천광역시 동구 제물량로 356(만석동),한식,정상
3020,만복분식,인천광역시 동구 샛골로162번길 18(송림동),분식,정상
3021,만석골,"인천광역시 동구 화도진로192번길 2(1층 101호 만석동, 계성빌라)",한식,정상
3022,맘스터치,"인천광역시 동구 새천년로38번길 11(상가동 2층 207호 송림동, 동산휴먼시아)",,정상
3023,맘스터치 인천 송림점,"인천광역시 동구 샛골로210번길 9(황금프라자 1층 108,109호 송림동)",기타,정상
3024,맛나세상,인천광역시 동구 화수로 81(1층 화수동),한식,정상
3025,맛나포차,인천광역시 동구 송현로11번길 6(1층 송현동),호프/통닭,정상
3026,맛있는 파닭,"인천광역시 동구 송향로 12(송림동,2층)",,정상
3027,매일매일 잔칫날,인천광역시 동구 샛골로184번길 10-1(1층 송림동),한식,정상
3028,맥시카나치킨송현점,인천광역시 동구 샛골로193번길 16(송현동),,정상
3029,맥주와 치킨사이,인천광역시 동구 샛골로171번길 5(송림동),호프/통닭,정상
3030,먹거리식당,인천광역시 동구 화수로 51(1층 화수동),한식,정상
3031,먹거리장터,인천광역시 동구 송림로109번길 3(송림동),기타,정상
3032,먹돌네,인천광역시 동구 샛골로 164-9(1층 송림동),기타,정상
3033,멀씨(Mercy),인천광역시 동구 금곡로 1(1층 금곡동),경양식,정상
3034,멕시카나,"인천광역시 동구 석수로 22(4, 5호 화수동, 화수상가아파트)",,정상
3035,멕시카나치킨(창영점),인천광역시 동구 샛골로 86(창영동),호프/통닭,정상
3036,명가순대,인천광역시 동구 만석부두로 4-1(1 층 101호 만석동),한식,정상
3037,명가순대,인천광역시 동구 만석부두로 4-2(1층 만석동),한식,정상
3038,명가순대,인천광역시 동구 화수로 18(동부센트레빌 상가 1층 104호 송현동),한식,정상
3039,명가식당,인천광역시 동구 화수로 18(동부센트레빌 상가 지하1층 104호 송현동),한식,정상
3040,명가왕갈비탕,"인천광역시 동구 방축로83번길 23(B동 10호 송림동, 인천산업용품유통단지 편익상가)",한식,정상
3041,명동만두,인천광역시 동구 화도진로73번길 5(화평동),한식,정상
3042,명동식당,인천광역시 동구 송현공원로 34(1층 송림동),한식,정상
3043,명동식당,인천광역시 동구 화도진로27번길 12-10(1층 송현동),한식,정상
3044,명동쭈꾸미,인천광역시 동구 제물량로 346(만석동),한식,정상
3045,명동칼국수,인천광역시 동구 금곡로 88-2(송림동),분식,정상
3046,명랑집,"인천광역시 동구 화평로 6(화평동,, 502-3,499-1)",기타,정상
3047,명성각,인천광역시 동구 샛골로161번길 36(송림동),중국식,정상
3048,명성포장마차,인천광역시 동구 샛골로194번길 3(송림동),정종/대포집/소주방,정상
3049,명월보양식,"인천광역시 동구 화수로 6(1층 104호 송현동, 야베스빌딩)",한식,정상
3050,명태이야기,인천광역시 동구 수문통로 54(송현동),한식,정상
3051,명태촌,인천광역시 동구 샛골로 127(1층 송림동),한식,정상
3052,모리식당,인천광역시 동구 샛골로113번길 34(1층 금곡동),호프/통닭,정상
3053,모미락 송현점,인천광역시 동구 송현로 31-2(1층 송현동),분식,정상
3054,모아모아,"인천광역시 동구 동산로 94-1(송림동,2층)",호프/통닭,정상
3055,목포손칼국수,인천광역시 동구 송화로 5-1(화평동),한식,정상
3056,몽실식당,인천광역시 동구 화평로 4(1층 화평동),냉면집,정상
3057,무교동빨간낙지,인천광역시 동구 샛골로194번길 16(송림동),한식,정상
3058,무쏘 인천 송림점,인천광역시 동구 송림로 113(1층 송림동),한식,정상
3059,무한버섯나라,인천광역시 동구 샛골로 173(송림동),한식,정상
3060,문성각,인천광역시 동구 송미로 35(1층 송림동),중국식,정상
3061,문화반점,인천광역시 동구 금곡로 29(송림동),중국식,정상
3062,물레방아,인천광역시 동구 화수로 80-1(화수동),기타,정상
3063,미로돈까스,인천광역시 동구 송미로 11-8(E동 2층 송림동),경양식,정상
3064,미루포차,인천광역시 동구 동산로 89-1(송림동),호프/통닭,정상
3065,미륭각,"인천광역시 동구 제물량로 432(화수동,1층)",중국식,정상
3066,미성각,인천광역시 동구 화도진로34번길 8(송현동),중국식,정상
3067,미소김밥,인천광역시 동구 새천년로 32(1층 송림동),한식,정상
3068,미소분식,인천광역시 동구 동산로 74(송림동),분식,정상
3069,바다여행,"인천광역시 동구 수문통로 26(송현동,외1필지 1층 103호,104호)",회집,정상
3070,바라보니,인천광역시 동구 송림로 134(1층 송림동),한식,정상
3071,바람난 탕수육,인천광역시 동구 화도진로 72(1층 화평동),기타,정상
3072,바른국밥(송림점),인천광역시 동구 송미로 17-11(H동 1층 송림동),한식,정상
3073,박가네 바지락 칼국수,인천광역시 동구 샛골로 168-3(1층 송림동),한식,정상
3074,박문토종순대국,인천광역시 동구 새천년로 23(1층 송림동),한식,정상
3075,반공방첩,"인천광역시 동구 샛골로 128(송림동, 1층)",기타,정상
3076,반석식당(인천백병원장례식장),"인천광역시 동구 샛골로 214(송림동, 인천백병원장례식장)",기타,정상
3077,밤새먹소 동인천역점,인천광역시 동구 화도진로 73(조원빌딩 1층 화평동),식육(숯불구이),정상
3078,배다리 닭 칼국수,인천광역시 동구 금곡로 52(1층 일부호 금곡동),한식,정상
3079,배다리 옛 손만두,인천광역시 동구 금곡로 14(금곡동),분식,정상
3080,배다리회관,인천광역시 동구 화도진로5번길 18(금곡동),한식,정상
3081,백마강 닭고을,인천광역시 동구 수문통로 30(1층 송현동),호프/통닭,정상
3082,백종원튀김,"인천광역시 동구 석수로 22(1층 11호 화수동, 화수상가아파트)",호프/통닭,정상
3083,버거앤프라이즈,인천광역시 동구 수문통로 13(송현동),분식,정상
3084,번개반점,인천광역시 동구 송림로 141-1(1층 송림동),중국식,정상
3085,벽란식당,인천광역시 동구 화도진로 102-4(화수동),한식,정상
3086,별미냉면,인천광역시 동구 화평로 22(화평동),분식,정상
3087,별미순대국,인천광역시 동구 화도진로43번길 7(송현동),한식,정상
3088,별미식당,인천광역시 동구 화수로 81-1(화수동),한식,정상
3089,별이 빛나는 밤에,"인천광역시 동구 송현로 44(A동 108호 송현동, 솔빛마을주공아파트 상가)",한식,정상
3090,병천 청년 순대국(송림점),인천광역시 동구 송림로 134-2(1층 송림동),한식,정상
3091,보광반점,인천광역시 동구 화도진로102번길 1(1층 화수동),중국식,정상
3092,보나쎄라,인천광역시 동구 송림로 36(1~2층 송림동),호프/통닭,정상
3093,보드람치킨,"인천광역시 동구 송현로 41(송현동,1층)",,정상
3094,보리밭밀밭,"인천광역시 동구 샛골로 201(송현동,1층)",한식,정상
3095,보쌈주는 족발집,인천광역시 동구 금곡로81번길 36-1(1층 송림동),한식,정상
3096,본가,"인천광역시 동구 방축로37번길 30(송현동,인천산업용품유통단지 편익상가A동 B07~B09호,B10호일부)",기타,정상
3097,본가 대박집,인천광역시 동구 샛골로 165-1(송림동),기타,정상
3098,본래순대 인천송림점,인천광역시 동구 동산로 70(송림동),한식,정상
3099,본죽,"인천광역시 동구 화수로 7(송현동,센타빌딩 101호)",기타,정상
3100,본죽,인천광역시 동구 송림로 95-1(1층 송림동),기타,정상
3101,봉마루순대국,인천광역시 동구 방축로37번길 30(인천산업용품유통단지 A동 지하1층 13호 송현동),한식,정상
3102,부두회집,"인천광역시 동구 화수부두로 16(화수동,1층)",회집,정상
3103,부원한식보리밥뷔페,"인천광역시 동구 송림로 24(금곡동,두손피카디리 118호1층)",한식,정상
3104,부자횟집,"인천광역시 동구 솔빛로 17(송현동,솔빛유치원상가 1층)",회집,정상
3105,부흥식당,인천광역시 동구 샛골로 160-1(송림동),한식,정상
3106,분식나라,"인천광역시 동구 방축로83번길 23(편익상가B동 지하층 B21호 송림동, 인천산업용품유통단지)",분식,정상
3107,분식마당,"인천광역시 동구 화도진로 182-2(만석동,1층)",분식,정상
3108,불타는 토스트 송림동 지점,인천광역시 동구 금곡로 94-1(송림동),김밥(도시락),정상
3109,불티꼼장어구이방,"인천광역시 동구 수문통로 34(송현동,1층)",정종/대포집/소주방,정상
3110,불티나 왕만두,인천광역시 동구 화도진로43번길 5(1층 송현동),분식,정상
3111,비비큐 동인천점,인천광역시 동구 송현로 38(송현프라자 1층 102호 송현동),호프/통닭,정상
3112,비비큐치킨 송림점,인천광역시 동구 동산로 68-1(1층 송림동),호프/통닭,정상
3113,비스트로피자 동인천점,인천광역시 동구 새천년로 37-1(1층 송림동),기타,정상
3114,비어비어,인천광역시 동구 수문통로 14(3층 송현동),호프/통닭,정상
3115,비어주,인천광역시 동구 샛골로 145-1(1층 송림동),호프/통닭,정상
3116,비어펍,인천광역시 동구 수문통로 29(2층 화평동),호프/통닭,정상
3117,비치포차,"인천광역시 동구 어촌로 22-6(B동 1층 101호 만석동, 만석비치타운 주공아파트)",호프/통닭,정상
3118,빠삐네,인천광역시 동구 동산로 24-1(송림동),호프/통닭,정상
3119,뽀글이네,"인천광역시 동구 방축로37번길 30(A동 B18호 송현동,외2필지인천산업용품유통단지 편익상가)",한식,정상
3120,뽀글이네,인천광역시 동구 방축로37번길 30(인천산업용품유통단지 편익상가A동 지하층 B16호 송현동),한식,정상
3121,뽈리식당,"인천광역시 동구 봉수대로 98(송림동,송림공구상가 A동 B/12호)",한식,정상
3122,뽕뜨락피자 송림점,인천광역시 동구 송림로 80(송림센트럴타워 1층 101호 송림동),기타,정상
3123,사과나무,인천광역시 동구 동산로 86-1(송림동),분식,정상
3124,사랑방호프,"인천광역시 동구 동산로 73(송림동,지하1층)",호프/통닭,정상
3125,사리원냉면,"인천광역시 동구 수문통로 62(101,201호 송현동)",분식,정상
3126,산골,인천광역시 동구 금곡로86번길 7-7(송림동),한식,정상
3127,삼국만두,인천광역시 동구 화도진로102번길 3(1층 화수동),정종/대포집/소주방,정상
3128,삼대인천게장 (인천식당),인천광역시 동구 금곡로81번길 22(송림동),한식,정상
3129,삼미소문난냉면,인천광역시 동구 화평로 10(화평동),분식,정상
3130,삼미식당,인천광역시 동구 화수로 83-1(화수동),한식,정상
3131,삼천냥 포장마차,인천광역시 동구 화도진로 66(화평동),호프/통닭,정상
3132,상신한식부페,인천광역시 동구 방축로167번길 18(나동 1층 송림동),뷔페식,정상
3133,새마을 정육식당,인천광역시 동구 제물량로 424(1층 라호 화수동),한식,정상
3134,새집칼국수,인천광역시 동구 수문통로 7-1(화평동),분식,정상
3135,샛골설렁탕,인천광역시 동구 금곡로82번길 12(송림동),한식,정상
3136,생선굽는마을,"인천광역시 동구 수문통로 15-1(송현동,1층)",한식,정상
3137,생선명가,인천광역시 동구 방축로 105(인천산업용품유통단지 편익상가 C동 b1층 30호 송림동),한식,정상
3138,샤보이 핫덕,인천광역시 동구 중앙로 16-2(1층 금곡동),분식,정상
3139,서곳분식,인천광역시 동구 송림로99번길 20(송림동),분식,정상
